1733011200000,96407.99000000,96411.99000000,96376.00000000,96376.00000000,8.18452000,1733011259999,788996.16281260,1763,3.18577000,307128.89097460,0
1733011260000,96376.00000000,96384.76000000,96350.13000000,96350.13000000,6.72047000,1733011319999,647671.03621690,1652,1.79784000,173254.13854680,0
1733011320000,96350.13000000,96411.99000000,96350.13000000,96411.99000000,3.50598000,1733011379999,337868.26443780,2116,2.74280000,264314.47416110,0
1733011380000,96411.99000000,96491.58000000,96408.01000000,96491.58000000,5.55435000,1733011439999,535661.39499770,2599,4.00182000,385967.48148480,0
1733011440000,96491.57000000,96524.00000000,96491.57000000,96508.29000000,11.91174000,1733011499999,1149563.54107290,2103,7.28669000,703187.09022370,0
1733011500000,96508.29000000,96526.00000000,96488.01000000,96497.67000000,5.28992000,1733011559999,510544.02630100,2479,1.83898000,177469.37553300,0
1733011560000,96497.67000000,96512.22000000,96485.94000000,96485.94000000,10.47708000,1733011619999,1011031.57307540,2808,8.36172000,806898.23661390,0
1733011620000,96485.94000000,96504.00000000,96485.94000000,96492.07000000,3.30073000,1733011679999,318502.26997450,1153,1.71468000,165452.89005620,0
1733011680000,96492.06000000,96536.00000000,96492.06000000,96536.00000000,10.70896000,1733011739999,1033553.28822530,1557,9.39088000,906345.88149310,0
1733011740000,96535.99000000,96541.36000000,96535.99000000,96541.36000000,2.34548000,1733011799999,226423.78641600,496,1.72336000,166366.76823080,0
1733011800000,96541.36000000,96584.00000000,96541.35000000,96576.02000000,12.11679000,1733011859999,1170070.19506000,1629,8.82714000,852394.26616720,0
1733011860000,96576.01000000,96576.02000000,96551.57000000,96551.57000000,6.44830000,1733011919999,622681.53079100,1076,2.46710000,238239.52147660,0
1733011920000,96551.57000000,96551.58000000,96540.00000000,96540.00000000,4.87517000,1733011979999,470654.00969750,1316,0.42039000,40584.87777440,0
1733011980000,96540.00000000,96549.02000000,96540.00000000,96547.87000000,4.42785000,1733012039999,427477.29346370,743,3.50409000,338292.18400280,0
1733012040000,96547.86000000,96576.02000000,96547.86000000,96566.33000000,2.90860000,1733012099999,280872.85318770,1483,1.43289000,138365.93328810,0
1733012100000,96566.33000000,96572.00000000,96524.35000000,96572.00000000,10.04363000,1733012159999,969673.74273230,4661,4.30798000,415927.24254840,0
1733012160000,96572.00000000,96581.65000000,96557.33000000,96557.35000000,7.31277000,1733012219999,706201.30714010,1463,0.51135000,49384.07622800,0
1733012220000,96557.34000000,96557.35000000,96524.20000000,96524.20000000,8.82562000,1733012279999,852002.69051400,3194,4.07587000,393455.23111180,0
1733012280000,96524.20000000,96535.13000000,96515.12000000,96529.49000000,2.79489000,1733012339999,269770.91523610,2771,0.64651000,62401.54857150,0
1733012340000,96529.49000000,96553.61000000,96523.00000000,96553.61000000,4.48869000,1733012399999,433366.19364890,1514,2.45107000,236648.06042350,0
1733012400000,96553.60000000,96584.00000000,96553.60000000,96584.00000000,5.71049000,1733012459999,551433.56426480,1599,4.20590000,406132.41343160,0
1733012460000,96584.00000000,96595.77000000,96569.72000000,96569.72000000,4.87187000,1733012519999,470563.06449700,1925,1.96105000,189415.14762930,0
1733012520000,96569.73000000,96572.00000000,96548.06000000,96565.05000000,5.23909000,1733012579999,505910.79794320,2428,1.76905000,170818.01444990,0
1733012580000,96565.05000000,96565.05000000,96524.02000000,96544.00000000,3.98717000,1733012639999,384916.86839110,2673,1.79032000,172833.31451380,0
1733012640000,96543.99000000,96555.16000000,96528.46000000,96555.15000000,4.43664000,1733012699999,428308.84747960,2104,3.09722000,299003.75517890,0
1733012700000,96555.16000000,96608.00000000,96555.15000000,96608.00000000,6.06357000,1733012759999,585688.78191620,2077,3.83582000,370487.66920730,0
1733012760000,96608.00000000,96608.00000000,96548.95000000,96548.95000000,8.88091000,1733012819999,857769.20558130,3055,1.42502000,137617.38006820,0
1733012820000,96548.95000000,96584.00000000,96525.39000000,96584.00000000,11.74625000,1733012879999,1134217.81950050,2325,3.02930000,292447.67296740,0
1733012880000,96584.00000000,96604.00000000,96572.01000000,96604.00000000,3.97435000,1733012939999,383847.26720730,1391,1.83875000,177584.64101220,0
1733012940000,96604.00000000,96604.00000000,96601.40000000,96601.41000000,2.58240000,1733012999999,249466.83838330,365,0.97667000,94349.16779010,0
1733013000000,96601.40000000,96616.00000000,96601.40000000,96616.00000000,5.08066000,1733013059999,490838.43433120,881,4.01399000,387789.75246260,0
1733013060000,96616.00000000,96616.00000000,96602.50000000,96610.47000000,4.88603000,1733013119999,472045.69928510,1168,1.92316000,185798.06566110,0
1733013120000,96610.47000000,96616.00000000,96584.08000000,96616.00000000,5.57802000,1733013179999,538838.28629450,1930,2.36059000,228033.88409670,0
1733013180000,96616.00000000,96642.67000000,96615.99000000,96642.67000000,5.91282000,1733013239999,571349.81691420,823,4.13320000,399383.09455350,0
1733013240000,96642.67000000,96672.49000000,96642.66000000,96672.49000000,12.28350000,1733013299999,1187194.16686640,1110,11.04664000,1067648.32484550,0
1733013300000,96672.49000000,96672.49000000,96647.29000000,96654.65000000,10.04251000,1733013359999,970661.48673910,1653,3.95154000,381913.45801030,0
1733013360000,96654.65000000,96654.66000000,96608.00000000,96608.00000000,14.03945000,1733013419999,1356771.94684800,4325,2.21574000,214115.64153060,0
1733013420000,96608.01000000,96632.00000000,96532.00000000,96539.47000000,18.19344000,1733013479999,1757023.39585080,5665,4.21650000,407285.75905530,0
1733013480000,96539.47000000,96539.48000000,96488.01000000,96488.02000000,24.14398000,1733013539999,2330428.61452420,3293,8.76604000,846107.48803340,0
1733013540000,96488.02000000,96501.15000000,96481.00000000,96487.82000000,5.57965000,1733013599999,538384.06845510,1837,2.01650000,194570.60215470,0
1733013600000,96487.81000000,96500.00000000,96440.00000000,96447.60000000,7.29725000,1733013659999,703953.78333810,3419,2.60521000,251329.55910200,0
1733013660000,96447.60000000,96447.61000000,96376.00000000,96376.00000000,8.16352000,1733013719999,787101.32795950,5460,1.54406000,148889.08021210,0
1733013720000,96376.00000000,96376.01000000,96340.02000000,96365.07000000,13.17412000,1733013779999,1269470.02574630,2933,2.81697000,271426.86769250,0
1733013780000,96365.08000000,96365.08000000,96325.18000000,96325.18000000,12.84944000,1733013839999,1237914.47267060,2280,3.21908000,310181.55371610,0
1733013840000,96325.19000000,96325.19000000,96260.00000000,96272.27000000,16.47725000,1733013899999,1586455.36310730,5000,5.34597000,514654.78300550,0
1733013900000,96272.26000000,96370.53000000,96272.26000000,96370.08000000,8.24499000,1733013959999,794125.78232390,3975,6.24006000,601042.14477380,0
1733013960000,96370.07000000,96379.78000000,96329.16000000,96341.36000000,14.63446000,1733014019999,1410079.41484900,3481,5.25337000,506138.29859150,0
1733014020000,96341.37000000,96372.93000000,96315.00000000,96340.01000000,17.42291000,1733014079999,1678505.16348960,4193,11.57804000,1115378.15623660,0
1733014080000,96340.00000000,96372.00000000,96264.11000000,96333.45000000,20.43801000,1733014139999,1968577.33646130,5599,9.04486000,871274.27336110,0
1733014140000,96333.46000000,96415.48000000,96304.00000000,96415.21000000,14.13344000,1733014199999,1361834.54410990,3815,10.64719000,1025921.77749170,0
1733014200000,96415.21000000,96415.21000000,96350.56000000,96391.38000000,8.78360000,1733014259999,846584.19405160,4049,5.36516000,517092.75999360,0
1733014260000,96391.39000000,96415.98000000,96378.04000000,96378.04000000,7.36865000,1733014319999,710320.19274500,3611,2.02248000,194961.39487270,0
1733014320000,96378.05000000,96381.56000000,96312.08000000,96368.02000000,11.00991000,1733014379999,1060642.10089610,5744,3.79968000,366020.16248900,0
1733014380000,96368.01000000,96438.89000000,96368.01000000,96404.64000000,8.80686000,1733014439999,849121.71409410,2806,5.30704000,511653.71310060,0
1733014440000,96404.64000000,96443.99000000,96401.06000000,96436.01000000,14.50775000,1733014499999,1398785.96732380,1702,5.54611000,534763.90778200,0
1733014500000,96436.01000000,96436.02000000,96374.21000000,96379.09000000,7.09100000,1733014559999,683520.23596960,3208,2.19541000,211595.86763270,0
1733014560000,96379.08000000,96428.00000000,96379.08000000,96407.51000000,5.30956000,1733014619999,511916.71562550,1539,1.26775000,122216.42360600,0
1733014620000,96407.52000000,96407.52000000,96333.33000000,96333.33000000,8.86942000,1733014679999,854793.95705180,3694,0.91625000,88309.57508530,0
1733014680000,96333.33000000,96351.92000000,96285.52000000,96297.85000000,12.48953000,1733014739999,1203062.54839100,4684,5.90070000,568399.57354570,0
1733014740000,96297.84000000,96340.61000000,96297.84000000,96340.60000000,20.40787000,1733014799999,1965638.90965570,2298,16.40187000,1579803.81423790,0
1733014800000,96340.61000000,96371.39000000,96322.00000000,96353.74000000,16.41725000,1733014859999,1581799.43006750,4185,9.87171000,951136.65987350,0
1733014860000,96353.75000000,96390.15000000,96324.01000000,96390.15000000,5.01047000,1733014919999,482753.01179560,2682,2.87751000,277249.35049590,0
1733014920000,96390.15000000,96414.49000000,96350.00000000,96350.01000000,13.86741000,1733014979999,1336614.54747280,4777,3.41857000,329511.42997450,0
1733014980000,96350.00000000,96366.97000000,96343.65000000,96343.65000000,6.51289000,1733015039999,627563.77657970,2154,2.83216000,272893.66136340,0
1733015040000,96343.66000000,96343.66000000,96162.00000000,96180.00000000,52.47617000,1733015099999,5049641.80120610,9519,9.74174000,936989.64353440,0
